15:50:22, Fri Nov 27, 2015: User: mewing, xQuest Search Submitted from /IMSB/ra/mewing/8ProteinNewXquestMods.
17:57:54, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/U.
17:59:39, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UU.
18:1:23, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UUU.
18:3:5, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/G.
18:4:51, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GU.
18:6:34, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GUU.
18:8:20, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GG.
18:10:6, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GGG.
18:11:52, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/C.
18:13:37, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UC.
18:15:23, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UUC.
18:18:1, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UUUC.
18:23:6, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GC.
18:25:40, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GCU.
18:28:12, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GCUU.
18:30:45, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GCG.
18:33:17, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GCGU.
18:36:55, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/CC.
18:39:31, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UCC.
18:42:7, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UUCC.
18:44:43, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/CGC.
18:47:25, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/CGCU.
18:50:1, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GCGC.
18:52:34, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/CCC.
18:55:11, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/UCCC.
18:57:48, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/A.
19:0:24, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GA.
19:3:1, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GGA.
19:5:36, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GGGA.
19:8:13, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/AC.
19:10:49, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/ACU.
19:13:21, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/GAC.
19:15:59, Mon Mar 5, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180305_Analysis/ACUG.
10:37:49, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/U.
10:40:54, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/G.
10:43:51, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/GU.
10:46:56, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/UGU.
10:49:54, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/C.
10:52:52, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/GC.
10:56:2, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/UGC.
10:59:1, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/A.
11:1:57, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/AU.
11:5:1, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/AUG.
11:7:54, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/AUGU.
11:10:44, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/CA.
11:13:47, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/CAU.
11:16:38, Tue Mar 6, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos/GCA.
16:23:35, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/U.
16:26:29, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/G.
16:29:22, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/GU.
16:32:23, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/UGU.
16:36:36, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/C.
16:39:31, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/GC.
16:42:33, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/UGC.
16:45:22, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/A.
16:48:17, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/AU.
16:51:17, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/AUG.
16:54:6, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/AUGU.
16:56:58, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/CA.
17:0:8, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/CAU.
17:3:0, Wed Mar 7, 2018: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2018_01_FOX1/Lumos_cz/GCA.
17:49:33, Wed Mar 7, 2018: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/Huntingtin_Mar18.
16:47:4, Thu Mar 8, 2018: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/Huntingtin_Mar18.
9:48:35, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/U.
9:51:7, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UU.
9:53:39, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UUU.
9:57:41, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UUUU.
10:0:12, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/G.
10:2:47, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UG.
10:5:21, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UGU.
10:8:41, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UUUG.
10:11:22, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GG.
10:13:56, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GUG.
10:16:30, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UGUG.
10:19:2, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GGUG.
10:21:34, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/C.
10:24:10, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CU.
10:26:44, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CUU.
10:29:22, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CUUU.
10:31:59, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GC.
10:34:37, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GUC.
10:37:20, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GUCU.
10:40:8, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GGC.
10:42:46, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UGGC.
10:45:32, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CC.
10:48:8, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UCC.
10:50:48, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UUCC.
10:53:35, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CCG.
10:58:5, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CGUC.
11:0:50, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GCCG.
11:3:34, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CCGC.
11:6:24, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/A.
11:9:32, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AU.
11:12:39, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AUU.
11:15:28, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UAUU.
11:18:28, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AG.
11:22:17, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AUG.
11:25:11, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AUGU.
11:27:50, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AGG.
11:30:29, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/UGGA.
11:33:0, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CA.
11:35:38, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CAU.
11:38:12, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CUAU.
11:40:51, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GCA.
11:43:29, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/ACUG.
11:46:8, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GGCA.
11:48:46, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CCA.
11:51:20, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CCAU.
11:53:52, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AGCC.
11:58:5, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CACC.
12:0:43, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AA.
12:3:14, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AAU.
12:5:44, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AUAU.
12:8:18, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AAG.
12:10:48, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AAUG.
12:13:29, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/AAGG.
12:16:2, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CAA.
12:18:36, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/CAAU.
12:21:7, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/GCAA.
12:23:41, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis/ACCA.
13:23:8, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/U.
13:24:30, Mon Mar 12, 2018: User: ejensen, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ejensen/180312_FcRn_HSA_DSS.
13:25:27, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UU.
13:27:44, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UUU.
13:30:0, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UUUU.
13:32:18, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/G.
13:34:39, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UG.
13:36:56, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UGU.
13:39:11, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UUUG.
13:41:27, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GG.
13:43:44, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GUG.
13:46:4, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UGUG.
13:48:25, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GGUG.
13:50:41, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/C.
13:53:0, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/CU.
13:55:19, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/CUU.
13:59:15, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/CUUU.
14:1:39, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GC.
14:3:59, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GUC.
14:6:19, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GUCU.
14:8:37, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GGC.
14:10:56, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UGGC.
14:13:13, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/CC.
14:15:32, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UCC.
14:17:51, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/UUCC.
14:20:9, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/CCG.
14:22:26, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/CGUC.
14:24:41, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/GCCG.
14:27:3, Mon Mar 12, 2018: User: halebe, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/halebe/180312_Analysis_Redo/CCGC.
